code	value_en	synonyms	description_en	parents	codesystem	description_code
C32.8	Overlapping lesion of larynx	NA		C32	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C32.8
C75.9	Endocrine gland, NOS	NA		C75	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C75.9
C49.1	Connective, Subcutaneous and other soft tissues of upper limb and shoulder	NA		C49	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C49.1
C60.0	Prepuce	NA		C60	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C60.0
C77.1	Intrathoracic lymph nodes	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.1
C51.8	Overlapping lesion of vulva	NA		C51	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C51.8
C06.0	Cheeck mucosa	NA		C06	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C06.0
C67.6	Ureteric orifice	NA		C67	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67.6
C57.2	Round ligament	NA		C57	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C57.2
C15	ESOPHAGUS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C15
C60.2	Body of penis	NA		C60	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C60.2
C65.9	Renal pelvis	NA		C65	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C65.9
C76.0	Head, face or neck, NOS	NA		C76	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C76.0
C13.8	Overlapping lesion of hypopharynx	NA		C13	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C13.8
C67.8	Overlapping lesion of bladder	NA		C67	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67.8
C25.2	Tail of pancreas	NA		C25	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25.2
C65	RENAL PELVIS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C65
C15.0	Cervical esophagus	NA		C15	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C15.0
C41.8	Overlapping lesion of bones, joints and articular cartilage	NA		C41	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C41.8
C50.0	Nipple	NA		C50	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C50.0
C57.4	Uterine adnexa	NA		C57	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C57.4
C48.8	Overlapping lesion of retroperitoneum and peritoneum	NA		C48	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C48.8
C16.2	Body of stomach	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.2
C41.0	Bones of skull and face and associated joints	NA		C41	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C41.0
C76.7	Other ill-defined sites	NA		C76	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C76.7
C39.8	Overlapping lesion of respiratory system and intrathoracic organs	NA		C39	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C39.8
C56.9	Ovary	NA		C56	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C56.9
C00.6	Commissure of lip	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.6
C67.0	Trigone of bladder	NA		C67	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67.0
C00.8	Overlapping lesion of lip	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.8
C41.2	Vertebral column	NA		C41	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C41.2
C16.4	Pylorus	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.4
C50.9	Breast, NOS	NA		C50	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C50.9
C15.9	Esophagus, NOS	NA		C15	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C15.9
C76	OTHER AND ILL-DEFINED SITES	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C76
C24.1	Ampulla of Vater	NA		C24	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C24.1
C50	BREAST	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C50
C17.1	Jejunum	NA		C17	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17.1
C42.4	Hematopoietic system, NOS	NA		C42	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C42.4
C74.1	Medulla of adrenal gland	NA		C74	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C74.1
C16.6	Greater curvature of stomach, NOS	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.6
C57.0	Fallopian tube	NA		C57	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C57.0
C75.3	Pineal gland	NA		C75	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C75.3
C75.5	Aortic body and other paraganglia	NA		C75	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C75.5
C66	URETER	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C66
C05.9	Palate, NOS	NA		C05	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C05.9
C16.8	Overlapping lesion of stomach	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.8
C31.9	Accessory sinus, NOS	NA		C31	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C31.9
C69.3	Choroid	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.3
C15.3	Upper third of esophagus	NA		C15	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C15.3
C49.4	Connective, Subcutaneous and other soft tissues of abdomen	NA		C49	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C49.4
C77.4	Lymph nodes of inguinal region or leg	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.4
C68.8	Overlapping lesion of urinary organs	NA		C68	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C68.8
C16.0	Cardia, NOS	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.0
C44.7	Skin of lower limb and hip	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.7
C34.3	Lower lobe, lung	NA		C34	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C34.3
C57.9	Female genital tract, NOS	NA		C57	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C57.9
C42.0	Blood	NA		C42	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C42.0
C17.2	Ileum	NA		C17	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17.2
C70.0	Cerebral meninges	NA		C70	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C70.0
C57	OTHER AN UNSPECIFIED FEMALE GENITAL ORGANS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C57
C42.2	Spleen	NA		C42	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C42.2
C25	PANCREAS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25
C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	NA		C49	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C49.6
C51	VULVA	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C51
C71.4	Occipital lobe	NA		C71	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71.4
C10.4	Branchial cleft	NA		C10	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C10.4
C66.9	Ureter	NA		C66	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C66.9
C75.1	Pituitary gland	NA		C75	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C75.1
C51.0	Labium majus	NA		C51	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C51.0
C68.1	Paraurethral gland	NA		C68	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C68.1
C49.8	Overlapping lesion of connective, subcutaneous and other soft tissues	NA		C49	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C49.8
C47	PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C47
C25.0	Head of pancreas	NA		C25	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25.0
C77.8	Lymph nodes of multiple regions	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.8
C76.3	Pelvis, NOS	NA		C76	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C76.3
C50.3	Lower-inner quadrant of breast	NA		C50	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C50.3
C76.5	Lower limb, NOS	NA		C76	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C76.5
C08.1	Sublingual gland	NA		C08	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C08.1
C50.5	Lower-outer quadrant of breast	NA		C50	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C50.5
C06.9	Mouth, NOS	NA		C06	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C06.9
C67	BLADDER	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67
C06	OTHER AND UNSPECIFIED PARTS OF MOUTH	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C06
C41	BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C41
C34.9	Lung, NOS	NA		C34	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C34.9
C51.2	Clitorus	NA		C51	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C51.2
C34	BRONCHUS AND LUNG	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C34
C00.4	Mucosa of lower lip	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.4
C60.9	Penis, NOS	NA		C60	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C60.9
C62.1	Descended testis	NA		C62	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C62.1
C60	PENIS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C60
C08.8	Overlapping lesion of major salivary glands	NA		C08	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C08.8
C51.9	Vulva, NOS	NA		C51	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C51.9
C60.1	Glans penis	NA		C60	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C60.1
C53.1	Exocervix	NA		C53	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C53.1
C67.5	Bladder neck	NA		C67	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67.5
C58.9	Placenta	NA		C58	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C58.9
C58	PLACENTA	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C58
C10.0	Vallecula	NA		C10	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C10.0
C25.9	Pancreas, NOS	NA		C25	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25.9
C34.1	Upper lobe, lung	NA		C34	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C34.1
C32	LARYNX	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C32
C10.2	Lateral wall of oropharynx	NA		C10	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C10.2
C67.7	Urachus	NA		C67	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67.7
C67.9	Bladder, NOS	NA		C67	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C67.9
C41.9	Bone, NOS	NA		C41	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C41.9
C15.1	Thoracic esophagus	NA		C15	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C15.1
C69.1	Cornea, NOS	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.1
C24.8	Overlapping lesion of billiary tract	NA		C24	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C24.8
C17.8	Overlapping lesion of small intestine	NA		C17	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17.8
C26.0	Intestinal tract, NOS	NA		C26	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C26.0
C00.0	External upper lip	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.0
C32.2	Subglottis	NA		C32	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C32.2
C44.3	Skin of other and unspecified parts of face	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.3
C44.5	Skin of trunk	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.5
C57.7	Other specified parts of female genital organs	NA		C57	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C57.7
C77.2	Intra-abdominal lymph nodes	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.2
C00.2	External lip, NOS	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.2
C16.5	Lesser curvature of stomach, NOS	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.5
C71.2	Temporal lobe	NA		C71	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71.2
C07	PAROTID GLANID	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C07
C80.9	Unknown primary site	NA		C80	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C80.9
C80	UNKNOWN PRIMARY SITE	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C80
C26.9	Gastrointestinal tract, NOS	NA		C26	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C26.9
C26	OTHER AND ILL-DEFINED DIGESTIVE ORGANS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C26
C02.1	Border of tongue	NA		C02	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C02.1
C00	LIP	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00
C61	PROSTATE GLAND	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C61
C00.9	Lip, NOS	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.9
C76.1	Thorax, NOS	NA		C76	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C76.1
C25.3	Pancreatic duct	NA		C25	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25.3
C69.2	Retina	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.2
C44.1	Eyelid	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.1
C42	HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C42
C70.9	Meninges, NOS	NA		C70	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C70.9
C70	MENINGES	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C70
C18.1	Appendix	NA		C18	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C18.1
C16	STOMACH	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16
C16.9	Stomach, NOS	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.9
C77.0	Lymph nodes of head, face and neck	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.0
C25.7	Other specified parts of pancreas	NA		C25	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25.7
C68.0	Urethra	NA		C68	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C68.0
C01	BASE OF TONGUE	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C01
C00.3	Mucosa of upper lip	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.3
C54.3	Fundus uteri	NA		C54	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C54.3
C60.8	Overlapping lesion of penis	NA		C60	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C60.8
C53.8	Overlapping lesion of cervix uteri	NA		C53	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C53.8
C62.0	Undescended testis	NA		C62	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C62.0
C25.1	Body of pancreas	NA		C25	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C25.1
C77.9	Lymph node, NOS	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.9
C77	LYMPH NODES	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77
C69.4	Ciliary body	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.4
C34.8	Overlapping lesion of lung	NA		C34	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C34.8
C08.0	Submandibular gland	NA		C08	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C08.0
C71	BRAIN	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71
C10.9	Oropharynx, NOS	NA		C10	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C10.9
C10	OROPHARYNX	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C10
C00.5	Mucosa of lip, NOS	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.5
C17	SMALL INTESTINE	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17
C69.6	Orbit, NOS	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.6
C69.8	Overlapping lesion of eye and adnexa	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.8
C17.0	Duodenum	NA		C17	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17.0
C71.0	Cerebrum	NA		C71	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71.0
C16.3	Gastric antrum	NA		C16	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C16.3
C44.2	External ear	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.2
C69.0	Conjunctiva	NA		C69	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C69.0
C71.7	Brain stem	NA		C71	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71.7
C18.2	Ascending colon	NA		C18	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C18.2
C18.4	Transverse colon	NA		C18	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C18.4
C71.9	Brain, NOS	NA		C71	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71.9
C17.9	Small intestine, NOS	NA		C17	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17.9
C52	VAGINA	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C52
C00.1	External lower lip	NA		C00	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C00.1
C52.9	Vagina, NOS	NA		C52	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C52.9
C30.0	Nasal cavity	NA		C30	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C30.0
C44.4	Skin of scalp and neck	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.4
C72.4	Acoustic nerve	NA		C72	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C72.4
C02.8	Overlapping lesion of tongue	NA		C02	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C02.8
C18.6	Descending colon	NA		C18	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C18.6
C44.6	Skin of upper limb and shoulder	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.6
C77.3	Lymph nodes of axilla or arm	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.3
C44.8	Overlapping lesion of skin	NA		C44	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C44.8
C68	OTHER AND UNSPECIFIED URINARY ORGANS	NA			ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C68
C07.9	Parotid gland	NA		C07	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C07.9
C09.1	Tonsillar pillar	NA		C09	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C09.1
C71.3	Parietal lobe	NA		C71	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C71.3
C10.3	Posterior wall of oropharynx	NA		C10	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C10.3
C18.8	Overlapping lesion of colon	NA		C18	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C18.8
C17.3	Meckel diverticulum	NA		C17	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C17.3
C63.1	Spermatic cord	NA		C63	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C63.1
C61.9	Prostate gland	NA		C61	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C61.9
C77.5	Pelvic lymph nodes	NA		C77	ICD-O-3-T	https://bioportal.bioontology.org/ontologies/ICD-O-3-T/C77.5
8102.0	Trichilemmoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8102.0
9040.0	Synovioma, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9040.0
8856.0	Intramuscular lipoma	Infiltrating angiolipoma|Infiltrating lipoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8856.0
8905.0	Genital rhabdomyoma (C51._, C52.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/ICD-O-3-M/8905.0
8402.0	Nodular hidradenoma (C44._)	Clear cell hidradenoma (C44._)|Eccrine acrospiroma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8402.0
8802.3	Giant cell sarcoma (except of bone M-9250/3)	Pleomorphic cell sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8802.3
8530.3	Inflammatory carcinoma (C50._)	Inflammatory adenocarcinoma (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8530.3
8510.3	Medullary carcinoma, NOS	Medullary adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8510.3
8325.0	Metanephric adenoma (C64.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8325.0
8271.0	Prolactinoma (C75.1)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8271.0
8830.3	Malignant fibrous histiocytoma	Fibroxanthoma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8830.3
8857.0	Spindle cell lipoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8857.0
8773.3	Spindle cell melanoma, type A (C69._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8773.3
8728.1	Meningeal melanocytoma (C70.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8728.1
9758.3	Follicular dendritic cell sarcoma	Follicular dendritic cell tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9758.3
