code	value_en	synonyms	description_en	codesystem	description_code	parents
HP_0001341	Olfactory lobe agenesis	Olfactory lobe absence	NA	HPO	http://purl.obolibrary.org/obo/HP_0025057	HP_0025057
HP_0000012	Urinary urgency	Urinary urgency,Overactive bladder,Overactive bladder syndrome,Urgency frequency syndrome	Urge incontinence is the strong, sudden need to urinate.,Urinary urgency is the strong, sudden need to urinate and is usually due to bladder spasms or contractions. This symptom is suggestive of, but not necessarily conclusive for urodynamically demonstrable detrusor hyperactivity.	HPO	http://purl.obolibrary.org/obo/HP_0000009	HP_0000009
HP_0000496	Abnormality of eye movement	Abnormal ocular movements,Abnormal motility of the globe of the eye,Eye movement issue,Oculomotor abnormalities,Abnormal movement of the globe of the eye,Abnormal eye movement,Abnormal eye movements,Abnormality of eye movement,Ocular movement abnormalities,Abnormal extraocular movement,Eye movement abnormalities,Abnormal eye motility,Abnormal extraocular movements	An abnormality in voluntary or involuntary eye movements or their control.	HPO	http://purl.obolibrary.org/obo/HP_0012373	HP_0012373
HP_0001102	Angioid streaks of the fundus	Angioid streaks, retina,Angioid streaks of the retina,Laquer cracks of the retina,Angioid streaks	Irregular lines in the deep retina that are typically configured in a radiating fashion and emanate from the optic disc. Angioid streaks are crack-like dehiscences in abnormally thickened and calcified Bruch's membrane, resulting in atrophy of the overlying retinal pigment epithelium. They may be associated with a number of endocrine, metabolic, and connective tissue abnormalities but are frequently idiopathic.,Angioid streaks result from breaks in a weakened Bruch's membrane.	HPO	http://purl.obolibrary.org/obo/HP_0000479	HP_0000479
HP_0001344	Absent speech	Lack of speech,No speech or language development,No speech development,Nonverbal,Lack of language development,Absent speech development	Complete lack of development of speech and language abilities.,This term should not be used in very young children.	HPO	http://purl.obolibrary.org/obo/HP_0000750,http://purl.obolibrary.org/obo/HP_0002167	HP_0000750,HP_0002167
HP_0000013	Hypoplasia of the uterus	Small uterus,Hypoplastic uterus,Rudimentary uterus,Underdeveloped uterus	Underdevelopment of the uterus.	HPO	http://purl.obolibrary.org/obo/HP_0008684	HP_0008684
HP_0000255	Acute sinusitis	NA	An acute form of sinusitis.	HPO	http://purl.obolibrary.org/obo/HP_0000246	HP_0000246
HP_0000497	Globe retraction and deviation on abduction	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0011347	HP_0011347
HP_0001101	Iritis	Inflammation of iris	Inflammation of the iris.	HPO	http://purl.obolibrary.org/obo/HP_0000525	HP_0000525
HP_0001343	Kernicterus	NA	Damage to cerebral nuclei caused in infants by highly increased levels of unconjugated bilirubin. The basal ganglia and brainstem nuclei could be shown to have a yellow staining historically in infants who died of kernicterus, that is, kernicterus is strictly speaking a pathological diagnosis. The presence of kernicterus may be inferred in infants with characteristic acute or chronic bilirubin-induced neurological dysfunction.	HPO	http://purl.obolibrary.org/obo/HP_0012443	HP_0012443
HP_0000014	Abnormality of the bladder	NA	An abnormality of the urinary bladder.	HPO	http://purl.obolibrary.org/obo/HP_0010936	HP_0010936
HP_0000256	Macrocephaly	Big head,Increased size of head,Big calvaria,Big skull,Large cranium,Large calvaria,Large skull,Big cranium,Megacephaly,Increased size of cranium,Macrocrania,Large head,Large head circumference,Increased size of skull	Occipitofrontal (head) circumference greater than 97th centile compared to appropriate, age matched, sex-matched normal standards. Alternatively, a apparently increased size of the cranium.,Macrocephaly can be due to hydrocephalus (increased CFSF), megalencephaly (increased brain volume) or thickening of the skull. Head circumference is measured from just above the glabella (the most prominent point on the frontal bone above the root of the nose) to the most posterior prominent point of the occipital bone using a tape measure. Some standard charts are organized by centiles [Hall et al. [2007]], others by standard deviations [Farkas, [1981]]. It is important to add an indication of how far above the normal standard the head circumference is if an accurate assessment of this can be made. Macrocephaly is an absolute term. The term relative macrocephaly can be used when the head size centile exceeds the centile for height, for example, head size at the 75th centile with height at the 5th centile for age and sex.	HPO	http://purl.obolibrary.org/obo/HP_0040194	HP_0040194
HP_0000498	Blepharitis	Cellulitis of eyelids,Inflammation of eyelids	Inflammation of the eyelids.	HPO	http://purl.obolibrary.org/obo/HP_0000492,http://purl.obolibrary.org/obo/HP_0100533	HP_0000492,HP_0100533
HP_0001104	Macular hypoplasia	NA	Underdevelopment of the macula lutea.	HPO	http://purl.obolibrary.org/obo/HP_0008059	HP_0008059
HP_0000015	Bladder diverticulum	Bladder diverticula	Diverticulum (sac or pouch) in the wall of the urinary bladder.	HPO	http://purl.obolibrary.org/obo/HP_0025487	HP_0025487
HP_0000499	Abnormal eyelash morphology	Abnormality of the eyelashes,Abnormal eyelashes,Eyelash abnormality	An abnormality of the eyelashes.	HPO	http://purl.obolibrary.org/obo/HP_0000492,http://purl.obolibrary.org/obo/HP_0001595	HP_0000492,HP_0001595
HP_0001103	Abnormal macular morphology	Macula abnormality,Abnormality of the macula,Macular abnormality	A structural abnormality of the macula lutea, which is an oval-shaped highly pigmented yellow spot near the center of the retina.,The term macula derives from the presence of the xanthophyll pigments, lutein and zeaxanthin, in a region five to six millimetres in diameter at the posterior pole of  the  eye,  appearing  as  a  yellow  spot (macula  lutea),  when  viewed  in  red-free light.	HPO	http://purl.obolibrary.org/obo/HP_0000479	HP_0000479
HP_0001345	Psychotic mentation	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0000709	HP_0000709
HP_0000016	Urinary retention	Increased post-void residual urine volume	Inability to completely empty the urinary bladder during the process of urination.,Urinary retention is the inability of the urinary bladder to empty. The cause may be neurologic or nonneurologic.	HPO	http://purl.obolibrary.org/obo/HP_0000009	HP_0000009
HP_0001106	Periorbital hyperpigmentation	Dark circles around the eyes,Idiopathic cutaneous hyperchromia at the orbital region,Darkening around the eyes,Dark circles under the eyes,Infraorbital pigmentation,Pigmentation around the eyes,Periorbital melanosis	Increased pigmentation of the skin in the region surrounding the orbit of the eye.	HPO	http://purl.obolibrary.org/obo/HP_0000606,http://purl.obolibrary.org/obo/HP_0001000	HP_0000606,HP_0001000
HP_0001348	Brisk reflexes	NA	Tendon reflexes that are noticeably more active than usual (conventionally denoted 3+ on clinical examination). Brisk reflexes may or may not indicate a neurological lesion. They are distinguished from hyperreflexia by the fact that hyerreflexia is characterized by hyperactive repeating (clonic) reflexes, which are considered to be always abnormal.	HPO	http://purl.obolibrary.org/obo/HP_0001347	
HP_0000017	Nocturia	Nycturia	Abnormally increased production of urine during the night leading to an unusually frequent need to urinate.,Often occuring as a result of heart insufficiency.	HPO	http://purl.obolibrary.org/obo/HP_0000009	HP_0000009
HP_0001105	Retinal atrophy	NA	Well-demarcated area(s) of partial or complete depigmentation in the fundus, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss.	HPO	http://purl.obolibrary.org/obo/HP_0000546	HP_0000546
HP_0000490	Deeply set eye	Ocular depression,Enophthalmos,Deep-set eyes,Sunken eye,Deep set eye,Deeply set eye,Sunken eyes	An eye that is more deeply recessed into the plane of the face than is typical.,This finding should be distinguished from a prominent supraorbital ridge or inferior orbital margin. In Deeply set eyes, the globe is recessed in comparison to the overall prominence of the face. There is no known objective measurement, and diagnosing this feature depends heavily on the experience of the observer.	HPO	http://purl.obolibrary.org/obo/HP_0100886	HP_0100886
HP_0000491	Keratitis	Corneal inflammation	Inflammation of the cornea.	HPO	http://purl.obolibrary.org/obo/HP_0011495,http://purl.obolibrary.org/obo/HP_0100533	HP_0011495,HP_0100533
HP_0000250	Dense calvaria	Dense skull cap	An abnormal increase of density of the bones making up the calvaria.	HPO	http://purl.obolibrary.org/obo/HP_0002683,http://purl.obolibrary.org/obo/HP_0004330	HP_0002683,HP_0004330
HP_0000492	Abnormal eyelid morphology	Abnormality of the eyelids,Abnormality of the eyelid	An abnormality of the eyelids.	HPO	http://purl.obolibrary.org/obo/HP_0030669	HP_0030669
HP_0001340	Enhancement of the C-reflex	NA	Increase in amplitude of a long-loop response upon somatosensory evoked potential testing, representing an electrically evoked myoclonic response.	HPO	http://purl.obolibrary.org/obo/HP_0007377	HP_0007377
HP_0000493	Abnormal foveal morphology	Abnormality of the fovea	An abnormality of the fovea centralis, the central area of the macula that mediates central, high resolution vision and contains the largest concentration of cone cells in the retina.	HPO	http://purl.obolibrary.org/obo/HP_0001103	HP_0001103
HP_0001177	Preaxial hand polydactyly	thumb polydactyly,Extra thumb,Preaxial polydactyly of hands,Polydactyly affecting the thumb,Supernumerary thumb	Supernumerary digits located at the radial side of the hand. Polydactyly (supernumerary digits) involving the thumb occurs in many distinct forms of high variability and severity. Ranging from fleshy nubbins over varying degrees of partial duplication/splitting to completely duplicated or even triplicated thumbs or preaxial (on the radial side of the hand) supernumerary digits.	HPO	http://purl.obolibrary.org/obo/HP_0100258,http://purl.obolibrary.org/obo/HP_0001172,http://purl.obolibrary.org/obo/HP_0001161	HP_0100258,HP_0001172,HP_0001161
HP_0001176	Large hands	Disproportionately large hands,Large hands,large hand	NA	HPO	http://purl.obolibrary.org/obo/HP_0005922	HP_0005922
HP_0000089	Renal hypoplasia	Hypoplastic kidneys,Small kidneys,Hypoplastic kidney,Underdeveloped kidneys	Hypoplasia of the kidney.,Oligomeganephronic renal hypoplasia differs from simple hypoplasia, in which the renal mass is reduced but the number of nephrons is normal.	HPO	http://purl.obolibrary.org/obo/HP_0008678	HP_0008678
HP_0001178	Ulnar claw	NA	An abnormal hand position characterized by hyperextension of the fourth and fifth fingers at the metacarpophalangeal joints and flexion of the interphalangeal joints of the same fingers such that they are curled towards the palm.,An ulnar claw, also known as claw hand, is an abnormal hand position that is associated with lesions of the ulnar nerve. Note that ulnar claw is to be distinguished from ectrodactyly, which also can be referred to as claw hand.	HPO	http://purl.obolibrary.org/obo/HP_0001155	HP_0001155
HP_0000080	Abnormality of reproductive system physiology	Abnormality of genital physiology,Genital functional abnormality,Abnormality of reproductive system physiology	An abnormal functionality of the genital system.	HPO	http://purl.obolibrary.org/obo/HP_0000078	HP_0000078
HP_0000081	Duplicated collecting system	Double collecting system,Duplicated renal collecting system,Double urinary collecting systems on intravenous pyelography,Duplex collecting system	A duplication of the collecting system of the kidney, defined as a kidney with two (instead of, normally, one) pyelocaliceal systems. The pyelocaliceal system is comprised of the renal pelvis and calices. The duplicated renal collecting system can be associated with a single ureter or with double ureters. In the latter case, the two ureters empty separately into the bladder or fuse to form a single ureteral orifice.	HPO	http://purl.obolibrary.org/obo/HP_0004742	HP_0004742
