"value_en"	"description_en"	"codesystem"	"code"	"description_code"
"urn:miriam:icd:A28.2"	"Other zoonotic bacterial diseases	 not elsewhere classified - Extraintestinal yersiniosis"	"ICD-10"	"Other zoonotic bacterial diseases	 not elsewhere classified - Extraintestinal yersiniosis"	"http://identifiers.org/icd/A28.2"
"urn:miriam:icd:A28.8"	"Other specified zoonotic bacterial diseases	 not elsewhere classified"	"ICD-10"	"Other specified zoonotic bacterial diseases	 not elsewhere classified"	"http://identifiers.org/icd/A28.8"
"urn:miriam:icd:A28.9"	"Zoonotic bacterial disease	 unspecified"	"ICD-10"	"Zoonotic bacterial disease	 unspecified"	"http://identifiers.org/icd/A28.9"
"urn:miriam:icd:A30"	"Leprosy [Hansen disease]"	"ICD-10"	"Leprosy [Hansen disease]"	"http://identifiers.org/icd/A30"
"urn:miriam:icd:A30.0"	"Indeterminate leprosy"	"ICD-10"	"Indeterminate leprosy"	"http://identifiers.org/icd/A30.0"
"urn:miriam:icd:A30.1"	"Tuberculoid leprosy"	"ICD-10"	"Tuberculoid leprosy"	"http://identifiers.org/icd/A30.1"
"urn:miriam:icd:A30.2"	"Borderline tuberculoid leprosy"	"ICD-10"	"Borderline tuberculoid leprosy"	"http://identifiers.org/icd/A30.2"
"urn:miriam:icd:A30.3"	"Borderline leprosy"	"ICD-10"	"Borderline leprosy"	"http://identifiers.org/icd/A30.3"
"urn:miriam:icd:A30.4"	"Borderline lepromatous leprosy"	"ICD-10"	"Borderline lepromatous leprosy"	"http://identifiers.org/icd/A30.4"
"urn:miriam:icd:A30.5"	"Lepromatous leprosy"	"ICD-10"	"Lepromatous leprosy"	"http://identifiers.org/icd/A30.5"
"urn:miriam:icd:A30.8"	"Other forms of leprosy"	"ICD-10"	"Other forms of leprosy"	"http://identifiers.org/icd/A30.8"
"urn:miriam:icd:A30.9"	"Leprosy	 unspecified"	"ICD-10"	"Leprosy	 unspecified"	"http://identifiers.org/icd/A30.9"
"urn:miriam:icd:A30-A49"	"Other bacterial diseases"	"ICD-10"	"Other bacterial diseases"	"NA"
"urn:miriam:icd:A31"	"Infection due to other mycobacteria"	"ICD-10"	"Infection due to other mycobacteria"	"http://identifiers.org/icd/A31"
"urn:miriam:icd:A31.0"	"Pulmonary mycobacterial infection"	"ICD-10"	"Pulmonary mycobacterial infection"	"http://identifiers.org/icd/A31.0"
"urn:miriam:icd:A31.1"	"Cutaneous mycobacterial infection"	"ICD-10"	"Cutaneous mycobacterial infection"	"http://identifiers.org/icd/A31.1"
"urn:miriam:icd:A31.8"	"Other mycobacterial infections"	"ICD-10"	"Other mycobacterial infections"	"http://identifiers.org/icd/A31.8"
"urn:miriam:icd:A31.9"	"Mycobacterial infection	 unspecified"	"ICD-10"	"Mycobacterial infection	 unspecified"	"http://identifiers.org/icd/A31.9"
"urn:miriam:icd:A32"	"Listeriosis"	"ICD-10"	"Listeriosis"	"http://identifiers.org/icd/A32"
"urn:miriam:icd:A32.0"	"Cutaneous listeriosis"	"ICD-10"	"Cutaneous listeriosis"	"http://identifiers.org/icd/A32.0"
"urn:miriam:icd:A32.1"	"Listeriosis - Listerial meningitis and meningoencephalitis"	"ICD-10"	"Listeriosis - Listerial meningitis and meningoencephalitis"	"http://identifiers.org/icd/A32.1"
"urn:miriam:icd:A32.7"	"Listeriosis - Listerial sepsis"	"ICD-10"	"Listeriosis - Listerial sepsis"	"http://identifiers.org/icd/A32.7"
"urn:miriam:icd:A32.8"	"Other forms of listeriosis"	"ICD-10"	"Other forms of listeriosis"	"http://identifiers.org/icd/A32.8"
"urn:miriam:icd:A32.9"	"Listeriosis	 unspecified"	"ICD-10"	"Listeriosis	 unspecified"	"http://identifiers.org/icd/A32.9"
"urn:miriam:icd:A33"	"Tetanus neonatorum"	"ICD-10"	"Tetanus neonatorum"	"http://identifiers.org/icd/A33"
"urn:miriam:icd:A34"	"Obstetrical tetanus"	"ICD-10"	"Obstetrical tetanus"	"http://identifiers.org/icd/A34"
"urn:miriam:icd:A35"	"Other tetanus"	"ICD-10"	"Other tetanus"	"http://identifiers.org/icd/A35"
"urn:miriam:icd:A36"	"Diphtheria"	"ICD-10"	"Diphtheria"	"http://identifiers.org/icd/A36"
"urn:miriam:icd:A36.0"	"Pharyngeal diphtheria"	"ICD-10"	"Pharyngeal diphtheria"	"http://identifiers.org/icd/A36.0"
"urn:miriam:icd:A36.1"	"Nasopharyngeal diphtheria"	"ICD-10"	"Nasopharyngeal diphtheria"	"http://identifiers.org/icd/A36.1"
"urn:miriam:icd:A36.2"	"Laryngeal diphtheria"	"ICD-10"	"Laryngeal diphtheria"	"http://identifiers.org/icd/A36.2"
"urn:miriam:icd:A36.3"	"Cutaneous diphtheria"	"ICD-10"	"Cutaneous diphtheria"	"http://identifiers.org/icd/A36.3"
"urn:miriam:icd:A36.8"	"Other diphtheria"	"ICD-10"	"Other diphtheria"	"http://identifiers.org/icd/A36.8"
"urn:miriam:icd:A36.9"	"Diphtheria	 unspecified"	"ICD-10"	"Diphtheria	 unspecified"	"http://identifiers.org/icd/A36.9"
"urn:miriam:icd:A37"	"Whooping cough"	"ICD-10"	"Whooping cough"	"http://identifiers.org/icd/A37"
"urn:miriam:icd:A37.0"	"Whooping cough due to Bordetella pertussis"	"ICD-10"	"Whooping cough due to Bordetella pertussis"	"http://identifiers.org/icd/A37.0"
"urn:miriam:icd:A37.1"	"Whooping cough due to Bordetella parapertussis"	"ICD-10"	"Whooping cough due to Bordetella parapertussis"	"http://identifiers.org/icd/A37.1"
"urn:miriam:icd:A37.8"	"Whooping cough due to other Bordetella species"	"ICD-10"	"Whooping cough due to other Bordetella species"	"http://identifiers.org/icd/A37.8"
"urn:miriam:icd:A37.9"	"Whooping cough	 unspecified"	"ICD-10"	"Whooping cough	 unspecified"	"http://identifiers.org/icd/A37.9"
"urn:miriam:icd:A38"	"Scarlet fever"	"ICD-10"	"Scarlet fever"	"http://identifiers.org/icd/A38"
"urn:miriam:icd:A39"	"Meningococcal infection"	"ICD-10"	"Meningococcal infection"	"http://identifiers.org/icd/A39"
"urn:miriam:icd:A39.0"	"Meningococcal meningitis"	"ICD-10"	"Meningococcal meningitis"	"http://identifiers.org/icd/A39.0"
"urn:miriam:icd:A39.1"	"Meningococcal infection - Waterhouse-Friderichsen syndrome"	"ICD-10"	"Meningococcal infection - Waterhouse-Friderichsen syndrome"	"http://identifiers.org/icd/A39.1"
"urn:miriam:icd:A39.2"	"Meningococcal infection - Acute meningococcaemia"	"ICD-10"	"Meningococcal infection - Acute meningococcaemia"	"http://identifiers.org/icd/A39.2"
"urn:miriam:icd:A39.3"	"Meningococcal infection - Chronic meningococcaemia"	"ICD-10"	"Meningococcal infection - Chronic meningococcaemia"	"http://identifiers.org/icd/A39.3"
"urn:miriam:icd:A39.4"	"Meningococcal infection - Meningococcaemia	 unspecified"	"ICD-10"	"Meningococcal infection - Meningococcaemia	 unspecified"	"http://identifiers.org/icd/A39.4"
"urn:miriam:icd:A39.5"	"Meningococcal heart disease"	"ICD-10"	"Meningococcal heart disease"	"http://identifiers.org/icd/A39.5"
"urn:miriam:icd:A39.8"	"Other meningococcal infections"	"ICD-10"	"Other meningococcal infections"	"http://identifiers.org/icd/A39.8"
"urn:miriam:icd:A39.9"	"Meningococcal infection	 unspecified"	"ICD-10"	"Meningococcal infection	 unspecified"	"http://identifiers.org/icd/A39.9"
"urn:miriam:icd:A40"	"Streptococcal sepsis"	"ICD-10"	"Streptococcal sepsis"	"http://identifiers.org/icd/A40"
"urn:miriam:icd:A40.0"	"Sepsis due to streptococcus	 group A"	"ICD-10"	"Sepsis due to streptococcus	 group A"	"http://identifiers.org/icd/A40.0"
"urn:miriam:icd:A40.1"	"Sepsis due to streptococcus	 group B"	"ICD-10"	"Sepsis due to streptococcus	 group B"	"http://identifiers.org/icd/A40.1"
"urn:miriam:icd:A40.2"	"Sepsis due to streptococcus	 group D"	"ICD-10"	"Sepsis due to streptococcus	 group D"	"http://identifiers.org/icd/A40.2"
"urn:miriam:icd:A40.3"	"Sepsis due to Streptococcus pneumoniae"	"ICD-10"	"Sepsis due to Streptococcus pneumoniae"	"http://identifiers.org/icd/A40.3"
"urn:miriam:icd:A40.8"	"Other streptococcal sepsis"	"ICD-10"	"Other streptococcal sepsis"	"http://identifiers.org/icd/A40.8"
"urn:miriam:icd:A40.9"	"Streptococcal sepsis	 unspecified"	"ICD-10"	"Streptococcal sepsis	 unspecified"	"http://identifiers.org/icd/A40.9"
"urn:miriam:icd:A41"	"Other sepsis"	"ICD-10"	"Other sepsis"	"http://identifiers.org/icd/A41"
"urn:miriam:icd:A41.0"	"Sepsis due to Staphylococcus aureus"	"ICD-10"	"Sepsis due to Staphylococcus aureus"	"http://identifiers.org/icd/A41.0"
"urn:miriam:icd:A41.1"	"Sepsis due to other specified staphylococcus"	"ICD-10"	"Sepsis due to other specified staphylococcus"	"http://identifiers.org/icd/A41.1"
"urn:miriam:icd:A41.2"	"Sepsis due to unspecified staphylococcus"	"ICD-10"	"Sepsis due to unspecified staphylococcus"	"http://identifiers.org/icd/A41.2"
"urn:miriam:icd:A41.3"	"Sepsis due to Haemophilus influenzae"	"ICD-10"	"Sepsis due to Haemophilus influenzae"	"http://identifiers.org/icd/A41.3"
"urn:miriam:icd:A41.4"	"Sepsis due to anaerobes"	"ICD-10"	"Sepsis due to anaerobes"	"http://identifiers.org/icd/A41.4"
"urn:miriam:icd:A41.5"	"Sepsis due to other Gram-negative organisms"	"ICD-10"	"Sepsis due to other Gram-negative organisms"	"http://identifiers.org/icd/A41.5"
"urn:miriam:icd:A41.8"	"Other specified sepsis"	"ICD-10"	"Other specified sepsis"	"http://identifiers.org/icd/A41.8"
"urn:miriam:icd:A41.9"	"Sepsis	 unspecified"	"ICD-10"	"Sepsis	 unspecified"	"http://identifiers.org/icd/A41.9"
"urn:miriam:icd:A42"	"Actinomycosis"	"ICD-10"	"Actinomycosis"	"http://identifiers.org/icd/A42"
"urn:miriam:icd:A42.0"	"Pulmonary actinomycosis"	"ICD-10"	"Pulmonary actinomycosis"	"http://identifiers.org/icd/A42.0"
"urn:miriam:icd:A42.1"	"Abdominal actinomycosis"	"ICD-10"	"Abdominal actinomycosis"	"http://identifiers.org/icd/A42.1"
"urn:miriam:icd:A42.2"	"Cervicofacial actinomycosis"	"ICD-10"	"Cervicofacial actinomycosis"	"http://identifiers.org/icd/A42.2"
"urn:miriam:icd:A42.7"	"Actinomycosis - Actinomycotic sepsis"	"ICD-10"	"Actinomycosis - Actinomycotic sepsis"	"http://identifiers.org/icd/A42.7"
"urn:miriam:icd:A42.8"	"Other forms of actinomycosis"	"ICD-10"	"Other forms of actinomycosis"	"http://identifiers.org/icd/A42.8"
"urn:miriam:icd:A42.9"	"Actinomycosis	 unspecified"	"ICD-10"	"Actinomycosis	 unspecified"	"http://identifiers.org/icd/A42.9"
"urn:miriam:icd:A43"	"Nocardiosis"	"ICD-10"	"Nocardiosis"	"http://identifiers.org/icd/A43"
"urn:miriam:icd:A43.0"	"Pulmonary nocardiosis"	"ICD-10"	"Pulmonary nocardiosis"	"http://identifiers.org/icd/A43.0"
"urn:miriam:icd:A43.1"	"Cutaneous nocardiosis"	"ICD-10"	"Cutaneous nocardiosis"	"http://identifiers.org/icd/A43.1"
"urn:miriam:icd:A43.8"	"Other forms of nocardiosis"	"ICD-10"	"Other forms of nocardiosis"	"http://identifiers.org/icd/A43.8"
"urn:miriam:icd:A43.9"	"Nocardiosis	 unspecified"	"ICD-10"	"Nocardiosis	 unspecified"	"http://identifiers.org/icd/A43.9"
"urn:miriam:icd:A44"	"Bartonellosis"	"ICD-10"	"Bartonellosis"	"http://identifiers.org/icd/A44"
"urn:miriam:icd:A44.0"	"Systemic bartonellosis"	"ICD-10"	"Systemic bartonellosis"	"http://identifiers.org/icd/A44.0"
"urn:miriam:icd:A44.1"	"Cutaneous and mucocutaneous bartonellosis"	"ICD-10"	"Cutaneous and mucocutaneous bartonellosis"	"http://identifiers.org/icd/A44.1"
"urn:miriam:icd:A44.8"	"Other forms of bartonellosis"	"ICD-10"	"Other forms of bartonellosis"	"http://identifiers.org/icd/A44.8"
"urn:miriam:icd:A44.9"	"Bartonellosis	 unspecified"	"ICD-10"	"Bartonellosis	 unspecified"	"http://identifiers.org/icd/A44.9"
"urn:miriam:icd:A46"	"Erysipelas"	"ICD-10"	"Erysipelas"	"http://identifiers.org/icd/A46"
"urn:miriam:icd:A48"	"Other bacterial diseases	 not elsewhere classified"	"ICD-10"	"Other bacterial diseases	 not elsewhere classified"	"http://identifiers.org/icd/A48"
"urn:miriam:icd:A48.0"	"Other bacterial diseases	 not elsewhere classified - Gas gangrene"	"ICD-10"	"Other bacterial diseases	 not elsewhere classified - Gas gangrene"	"http://identifiers.org/icd/A48.0"
"urn:miriam:icd:A48.1"	"Other bacterial diseases	 not elsewhere classified - Legionnaires disease"	"ICD-10"	"Other bacterial diseases	 not elsewhere classified - Legionnaires disease"	"http://identifiers.org/icd/A48.1"
"urn:miriam:icd:A48.2"	"Other bacterial diseases	 not elsewhere classified - Nonpneumonic Legionnaires disease [Pontiac fever]"	"ICD-10"	"Other bacterial diseases	 not elsewhere classified - Nonpneumonic Legionnaires disease [Pontiac fever]"	"http://identifiers.org/icd/A48.2"
"urn:miriam:icd:A48.3"	"Other bacterial diseases	 not elsewhere classified - Toxic shock syndrome"	"ICD-10"	"Other bacterial diseases	 not elsewhere classified - Toxic shock syndrome"	"http://identifiers.org/icd/A48.3"
"urn:miriam:icd:A48.4"	"Other bacterial diseases	 not elsewhere classified - Brazilian purpuric fever"	"ICD-10"	"Other bacterial diseases	 not elsewhere classified - Brazilian purpuric fever"	"http://identifiers.org/icd/A48.4"
"urn:miriam:icd:A48.8"	"Other specified bacterial diseases"	"ICD-10"	"Other specified bacterial diseases"	"http://identifiers.org/icd/A48.8"
"urn:miriam:icd:A49"	"Bacterial infection of unspecified site"	"ICD-10"	"Bacterial infection of unspecified site"	"http://identifiers.org/icd/A49"
"urn:miriam:icd:A49.0"	"Staphylococcal infection	 unspecified site"	"ICD-10"	"Staphylococcal infection	 unspecified site"	"http://identifiers.org/icd/A49.0"
"urn:miriam:icd:A49.1"	"Streptococcal and enterococcal infection	 unspecified site"	"ICD-10"	"Streptococcal and enterococcal infection	 unspecified site"	"http://identifiers.org/icd/A49.1"
"urn:miriam:icd:A49.2"	"Haemophilus influenzae infection	 unspecified site"	"ICD-10"	"Haemophilus influenzae infection	 unspecified site"	"http://identifiers.org/icd/A49.2"
"urn:miriam:icd:A49.3"	"Mycoplasma infection	 unspecified site"	"ICD-10"	"Mycoplasma infection	 unspecified site"	"http://identifiers.org/icd/A49.3"
"urn:miriam:icd:A49.8"	"Other bacterial infections of unspecified site"	"ICD-10"	"Other bacterial infections of unspecified site"	"http://identifiers.org/icd/A49.8"
"urn:miriam:icd:A49.9"	"Bacterial infection	 unspecified"	"ICD-10"	"Bacterial infection	 unspecified"	"http://identifiers.org/icd/A49.9"
"urn:miriam:icd:A50"	"Congenital syphilis"	"ICD-10"	"Congenital syphilis"	"http://identifiers.org/icd/A50"
"urn:miriam:icd:A50.0"	"Early congenital syphilis	 symptomatic"	"ICD-10"	"Early congenital syphilis	 symptomatic"	"http://identifiers.org/icd/A50.0"
"urn:miriam:icd:A50.1"	"Early congenital syphilis	 latent"	"ICD-10"	"Early congenital syphilis	 latent"	"http://identifiers.org/icd/A50.1"
"urn:miriam:icd:A50.2"	"Early congenital syphilis	 unspecified"	"ICD-10"	"Early congenital syphilis	 unspecified"	"http://identifiers.org/icd/A50.2"
"urn:miriam:icd:A50.3"	"Late congenital syphilitic oculopathy"	"ICD-10"	"Late congenital syphilitic oculopathy"	"http://identifiers.org/icd/A50.3"
"urn:miriam:icd:A50.4"	"Late congenital neurosyphilis [juvenile neurosyphilis]"	"ICD-10"	"Late congenital neurosyphilis [juvenile neurosyphilis]"	"http://identifiers.org/icd/A50.4"
"urn:miriam:icd:A50.5"	"Other late congenital syphilis	 symptomatic"	"ICD-10"	"Other late congenital syphilis	 symptomatic"	"http://identifiers.org/icd/A50.5"
"urn:miriam:icd:A50.6"	"Late congenital syphilis	 latent"	"ICD-10"	"Late congenital syphilis	 latent"	"http://identifiers.org/icd/A50.6"
"urn:miriam:icd:A50.7"	"Late congenital syphilis	 unspecified"	"ICD-10"	"Late congenital syphilis	 unspecified"	"http://identifiers.org/icd/A50.7"
"urn:miriam:icd:A50.9"	"Congenital syphilis	 unspecified"	"ICD-10"	"Congenital syphilis	 unspecified"	"http://identifiers.org/icd/A50.9"
"urn:miriam:icd:A50-A64"	"Infections with a predominantly sexual mode of transmission"	"ICD-10"	"Infections with a predominantly sexual mode of transmission"	"NA"
"urn:miriam:icd:A51"	"Early syphilis"	"ICD-10"	"Early syphilis"	"http://identifiers.org/icd/A51"
"urn:miriam:icd:A51.0"	"Primary genital syphilis"	"ICD-10"	"Primary genital syphilis"	"http://identifiers.org/icd/A51.0"
"urn:miriam:icd:A51.1"	"Primary anal syphilis"	"ICD-10"	"Primary anal syphilis"	"http://identifiers.org/icd/A51.1"
"urn:miriam:icd:A51.2"	"Primary syphilis of other sites"	"ICD-10"	"Primary syphilis of other sites"	"http://identifiers.org/icd/A51.2"
"urn:miriam:icd:A51.3"	"Secondary syphilis of skin and mucous membranes"	"ICD-10"	"Secondary syphilis of skin and mucous membranes"	"http://identifiers.org/icd/A51.3"
"urn:miriam:icd:A51.4"	"Other secondary syphilis"	"ICD-10"	"Other secondary syphilis"	"http://identifiers.org/icd/A51.4"
"urn:miriam:icd:A51.5"	"Early syphilis	 latent"	"ICD-10"	"Early syphilis	 latent"	"http://identifiers.org/icd/A51.5"
"urn:miriam:icd:A51.9"	"Early syphilis	 unspecified"	"ICD-10"	"Early syphilis	 unspecified"	"http://identifiers.org/icd/A51.9"
"urn:miriam:icd:A52"	"Late syphilis"	"ICD-10"	"Late syphilis"	"http://identifiers.org/icd/A52"
"urn:miriam:icd:A52.0"	"Cardiovascular syphilis"	"ICD-10"	"Cardiovascular syphilis"	"http://identifiers.org/icd/A52.0"
"urn:miriam:icd:A52.1"	"Symptomatic neurosyphilis"	"ICD-10"	"Symptomatic neurosyphilis"	"http://identifiers.org/icd/A52.1"
"urn:miriam:icd:A52.2"	"Asymptomatic neurosyphilis"	"ICD-10"	"Asymptomatic neurosyphilis"	"http://identifiers.org/icd/A52.2"
"urn:miriam:icd:A52.3"	"Neurosyphilis	 unspecified"	"ICD-10"	"Neurosyphilis	 unspecified"	"http://identifiers.org/icd/A52.3"
"urn:miriam:icd:A52.7"	"Other symptomatic late syphilis"	"ICD-10"	"Other symptomatic late syphilis"	"http://identifiers.org/icd/A52.7"
"urn:miriam:icd:A52.8"	"Late syphilis	 latent"	"ICD-10"	"Late syphilis	 latent"	"http://identifiers.org/icd/A52.8"
"urn:miriam:icd:A52.9"	"Late syphilis	 unspecified"	"ICD-10"	"Late syphilis	 unspecified"	"http://identifiers.org/icd/A52.9"
"urn:miriam:icd:A53"	"Other and unspecified syphilis"	"ICD-10"	"Other and unspecified syphilis"	"http://identifiers.org/icd/A53"
"urn:miriam:icd:A53.0"	"Latent syphilis	 unspecified as early or late"	"ICD-10"	"Latent syphilis	 unspecified as early or late"	"http://identifiers.org/icd/A53.0"
"urn:miriam:icd:A53.9"	"Syphilis	 unspecified"	"ICD-10"	"Syphilis	 unspecified"	"http://identifiers.org/icd/A53.9"
"urn:miriam:icd:A54"	"Gonococcal infection"	"ICD-10"	"Gonococcal infection"	"http://identifiers.org/icd/A54"
"urn:miriam:icd:A54.0"	"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess"	"ICD-10"	"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess"	"http://identifiers.org/icd/A54.0"
"urn:miriam:icd:A54.1"	"Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess"	"ICD-10"	"Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess"	"http://identifiers.org/icd/A54.1"
"urn:miriam:icd:A54.2"	"Gonococcal pelviperitonitis and other gonococcal genitourinary infections"	"ICD-10"	"Gonococcal pelviperitonitis and other gonococcal genitourinary infections"	"http://identifiers.org/icd/A54.2"
"urn:miriam:icd:A54.3"	"Gonococcal infection of eye"	"ICD-10"	"Gonococcal infection of eye"	"http://identifiers.org/icd/A54.3"
"urn:miriam:icd:A54.4"	"Gonococcal infection of musculoskeletal system"	"ICD-10"	"Gonococcal infection of musculoskeletal system"	"http://identifiers.org/icd/A54.4"
"urn:miriam:icd:A54.5"	"Gonococcal pharyngitis"	"ICD-10"	"Gonococcal pharyngitis"	"http://identifiers.org/icd/A54.5"
"urn:miriam:icd:A54.6"	"Gonococcal infection of anus and rectum"	"ICD-10"	"Gonococcal infection of anus and rectum"	"http://identifiers.org/icd/A54.6"
"urn:miriam:icd:A54.8"	"Other gonococcal infections"	"ICD-10"	"Other gonococcal infections"	"http://identifiers.org/icd/A54.8"
"urn:miriam:icd:A54.9"	"Gonococcal infection	 unspecified"	"ICD-10"	"Gonococcal infection	 unspecified"	"http://identifiers.org/icd/A54.9"
"urn:miriam:icd:A55"	"Chlamydial lymphogranuloma (venereum)"	"ICD-10"	"Chlamydial lymphogranuloma (venereum)"	"http://identifiers.org/icd/A55"
"urn:miriam:icd:A56"	"Other sexually transmitted chlamydial diseases"	"ICD-10"	"Other sexually transmitted chlamydial diseases"	"http://identifiers.org/icd/A56"
"urn:miriam:icd:A56.0"	"Chlamydial infection of lower genitourinary tract"	"ICD-10"	"Chlamydial infection of lower genitourinary tract"	"http://identifiers.org/icd/A56.0"
